id,date,store_nbr,family,sales,onpromotion
2966089,2017-07-27,32,HOME AND KITCHEN II,1.0,0
2966088,2017-07-27,32,HOME AND KITCHEN I,8.0,1
2966087,2017-07-27,32,HARDWARE,1.0,0
2966086,2017-07-27,32,GROCERY II,2.0,0
2966085,2017-07-27,32,GROCERY I,1607.0,45
2966096,2017-07-27,32,MAGAZINES,0.0,0
2966084,2017-07-27,32,FROZEN FOODS,23.0,0
2966110,2017-07-27,33,BOOKS,0.0,0
2966112,2017-07-27,33,CELEBRATION,7.0,0
2966136,2017-07-27,33,PRODUCE,967.723,4
2966135,2017-07-27,33,PREPARED FOODS,10.0,0
2966134,2017-07-27,33,POULTRY,185.638,0
2966133,2017-07-27,33,PLAYERS AND ELECTRONICS,7.0,0
2966132,2017-07-27,33,PET SUPPLIES,2.0,0
2966131,2017-07-27,33,PERSONAL CARE,140.0,9
2966130,2017-07-27,33,MEATS,446.909,19
2966129,2017-07-27,33,MAGAZINES,2.0,0
2966128,2017-07-27,33,"LIQUOR,WINE,BEER",17.0,0
2966127,2017-07-27,33,LINGERIE,12.0,0
2966126,2017-07-27,33,LAWN AND GARDEN,0.0,0
2966111,2017-07-27,33,BREAD/BAKERY,179.0,1
2966125,2017-07-27,33,LADIESWEAR,0.0,0
2966123,2017-07-27,33,HOME APPLIANCES,0.0,0
2966122,2017-07-27,33,HOME AND KITCHEN II,17.0,0
2966121,2017-07-27,33,HOME AND KITCHEN I,11.0,1
2966120,2017-07-27,33,HARDWARE,1.0,0
2966119,2017-07-27,33,GROCERY II,2.0,0
2966118,2017-07-27,33,GROCERY I,2129.0,47
2966117,2017-07-27,33,FROZEN FOODS,27.0,2
2966116,2017-07-27,33,EGGS,147.0,1
2966115,2017-07-27,33,DELI,145.0,3
2966114,2017-07-27,33,DAIRY,286.0,4
2966113,2017-07-27,33,CLEANING,841.0,18
2966124,2017-07-27,33,HOME CARE,154.0,5
2965917,2017-07-27,28,DELI,269.94,8
2966083,2017-07-27,32,EGGS,200.0,1
2966081,2017-07-27,32,DAIRY,139.0,2
2966052,2017-07-27,31,GROCERY I,4061.227,62
2966051,2017-07-27,31,FROZEN FOODS,83.886,0
2966050,2017-07-27,31,EGGS,228.0,1
2966049,2017-07-27,31,DELI,153.064,4
2966048,2017-07-27,31,DAIRY,445.0,4
2966047,2017-07-27,31,CLEANING,3500.0,22
2966046,2017-07-27,31,CELEBRATION,12.0,0
2966045,2017-07-27,31,BREAD/BAKERY,394.0,4
2966044,2017-07-27,31,BOOKS,0.0,0
2966043,2017-07-27,31,BEVERAGES,2436.0,29
2966042,2017-07-27,31,BEAUTY,2.0,0
2966053,2017-07-27,31,GROCERY II,14.0,0
2966041,2017-07-27,31,BABY CARE,0.0,0
2966039,2017-07-27,30,SEAFOOD,5.0,0
2966038,2017-07-27,30,SCHOOL AND OFFICE SUPPLIES,0.0,0
2966037,2017-07-27,30,PRODUCE,454.97,3
2966036,2017-07-27,30,PREPARED FOODS,19.0,0
2966035,2017-07-27,30,POULTRY,83.179,0
2966034,2017-07-27,30,PLAYERS AND ELECTRONICS,3.0,0
2966033,2017-07-27,30,PET SUPPLIES,1.0,0
2966032,2017-07-27,30,PERSONAL CARE,175.0,2
2966031,2017-07-27,30,MEATS,147.817,19
2966030,2017-07-27,30,MAGAZINES,2.0,0
2966029,2017-07-27,30,"LIQUOR,WINE,BEER",44.0,0
2966040,2017-07-27,31,AUTOMOTIVE,7.0,0
2966082,2017-07-27,32,DELI,82.0,3
2966054,2017-07-27,31,HARDWARE,0.0,0
2966056,2017-07-27,31,HOME AND KITCHEN II,16.0,0
2966080,2017-07-27,32,CLEANING,1326.0,13
2966079,2017-07-27,32,CELEBRATION,5.0,0
2966078,2017-07-27,32,BREAD/BAKERY,137.0,4
2966077,2017-07-27,32,BOOKS,0.0,0
2966076,2017-07-27,32,BEVERAGES,1024.0,20
2966075,2017-07-27,32,BEAUTY,1.0,0
2966074,2017-07-27,32,BABY CARE,0.0,0
2966073,2017-07-27,32,AUTOMOTIVE,1.0,0
2966072,2017-07-27,31,SEAFOOD,3.0,0
2966071,2017-07-27,31,SCHOOL AND OFFICE SUPPLIES,2.0,0
2966070,2017-07-27,31,PRODUCE,1009.37,4
2966055,2017-07-27,31,HOME AND KITCHEN I,34.0,5
2966069,2017-07-27,31,PREPARED FOODS,47.124,1
2966067,2017-07-27,31,PLAYERS AND ELECTRONICS,7.0,0
2966066,2017-07-27,31,PET SUPPLIES,3.0,0
2966065,2017-07-27,31,PERSONAL CARE,216.0,8
2966064,2017-07-27,31,MEATS,674.084,20
2966063,2017-07-27,31,MAGAZINES,7.0,0
2966062,2017-07-27,31,"LIQUOR,WINE,BEER",4.0,1
2966061,2017-07-27,31,LINGERIE,9.0,0
2966060,2017-07-27,31,LAWN AND GARDEN,22.0,0
2966059,2017-07-27,31,LADIESWEAR,2.0,0
2966058,2017-07-27,31,HOME CARE,207.0,6
2966057,2017-07-27,31,HOME APPLIANCES,0.0,0
2966068,2017-07-27,31,POULTRY,137.18,0
2965916,2017-07-27,28,DAIRY,609.0,5
2966025,2017-07-27,30,HOME CARE,344.0,4
2965914,2017-07-27,28,CELEBRATION,10.0,0
2965773,2017-07-27,23,PRODUCE,905.091,11
2965772,2017-07-27,23,PREPARED FOODS,26.579,0
2965771,2017-07-27,23,POULTRY,271.34,0
2965770,2017-07-27,23,PLAYERS AND ELECTRONICS,6.0,0
2965769,2017-07-27,23,PET SUPPLIES,1.0,0
2965768,2017-07-27,23,PERSONAL CARE,118.0,4
2965767,2017-07-27,23,MEATS,651.327,0
2965766,2017-07-27,23,MAGAZINES,4.0,0
2965765,2017-07-27,23,"LIQUOR,WINE,BEER",42.0,3
2965764,2017-07-27,23,LINGERIE,1.0,0
2965763,2017-07-27,23,LAWN AND GARDEN,3.0,0
2965774,2017-07-27,23,SCHOOL AND OFFICE SUPPLIES,0.0,0
2965762,2017-07-27,23,LADIESWEAR,5.0,0
2965760,2017-07-27,23,HOME APPLIANCES,0.0,0
2965759,2017-07-27,23,HOME AND KITCHEN II,1.0,0
2965758,2017-07-27,23,HOME AND KITCHEN I,6.0,1
2965757,2017-07-27,23,HARDWARE,0.0,0
2965756,2017-07-27,23,GROCERY II,26.0,0
2965755,2017-07-27,23,GROCERY I,1902.0,39
2965754,2017-07-27,23,FROZEN FOODS,57.827,1
2965753,2017-07-27,23,EGGS,45.0,0
2965752,2017-07-27,23,DELI,83.409996,7
2965751,2017-07-27,23,DAIRY,444.0,5
2965750,2017-07-27,23,CLEANING,481.0,9
2965761,2017-07-27,23,HOME CARE,116.0,4
2965749,2017-07-27,23,CELEBRATION,21.0,0
2965775,2017-07-27,23,SEAFOOD,7.0,0
2965777,2017-07-27,24,BABY CARE,0.0,0
2965801,2017-07-27,24,PERSONAL CARE,224.0,7
2965800,2017-07-27,24,MEATS,320.797,0
2965799,2017-07-27,24,MAGAZINES,24.0,0
2965798,2017-07-27,24,"LIQUOR,WINE,BEER",78.0,1
2965797,2017-07-27,24,LINGERIE,9.0,0
2965796,2017-07-27,24,LAWN AND GARDEN,49.0,0
2965795,2017-07-27,24,LADIESWEAR,6.0,0
2965794,2017-07-27,24,HOME CARE,234.0,8
2965793,2017-07-27,24,HOME APPLIANCES,0.0,0
2965792,2017-07-27,24,HOME AND KITCHEN II,81.0,1
2965791,2017-07-27,24,HOME AND KITCHEN I,22.0,3
2965776,2017-07-27,24,AUTOMOTIVE,6.0,0
2965790,2017-07-27,24,HARDWARE,2.0,0
2965788,2017-07-27,24,GROCERY I,3506.0,62
2965787,2017-07-27,24,FROZEN FOODS,167.61,1
2965786,2017-07-27,24,EGGS,177.0,0
2965785,2017-07-27,24,DELI,211.317,10
2965784,2017-07-27,24,DAIRY,939.0,8
2965783,2017-07-27,24,CLEANING,1069.0,21
2965782,2017-07-27,24,CELEBRATION,38.0,0
2965781,2017-07-27,24,BREAD/BAKERY,517.61,0
2965780,2017-07-27,24,BOOKS,0.0,0
2965779,2017-07-27,24,BEVERAGES,2946.0,29
2965778,2017-07-27,24,BEAUTY,2.0,0
2965789,2017-07-27,24,GROCERY II,53.0,1
2965802,2017-07-27,24,PET SUPPLIES,18.0,0
2965748,2017-07-27,23,BREAD/BAKERY,207.233,0
2965746,2017-07-27,23,BEVERAGES,1415.0,23
2965717,2017-07-27,22,CLEANING,890.0,14
2965716,2017-07-27,22,CELEBRATION,8.0,0
2965715,2017-07-27,22,BREAD/BAKERY,93.0,2
2965714,2017-07-27,22,BOOKS,0.0,0
2965713,2017-07-27,22,BEVERAGES,1672.0,26
2965712,2017-07-27,22,BEAUTY,1.0,0
2965711,2017-07-27,22,BABY CARE,0.0,0
2965710,2017-07-27,22,AUTOMOTIVE,6.0,0
2965709,2017-07-27,21,SEAFOOD,5.0,0
2965708,2017-07-27,21,SCHOOL AND OFFICE SUPPLIES,2.0,0
2965707,2017-07-27,21,PRODUCE,605.281,8
2965718,2017-07-27,22,DAIRY,300.0,4
2965706,2017-07-27,21,PREPARED FOODS,104.616,0
2965704,2017-07-27,21,PLAYERS AND ELECTRONICS,2.0,0
2965703,2017-07-27,21,PET SUPPLIES,3.0,0
2965702,2017-07-27,21,PERSONAL CARE,157.0,5
2965701,2017-07-27,21,MEATS,124.231,20
2965700,2017-07-27,21,MAGAZINES,0.0,0
2965699,2017-07-27,21,"LIQUOR,WINE,BEER",90.0,2
2965698,2017-07-27,21,LINGERIE,8.0,0
2965697,2017-07-27,21,LAWN AND GARDEN,2.0,0
2965696,2017-07-27,21,LADIESWEAR,3.0,0
2965695,2017-07-27,21,HOME CARE,300.0,5
2965915,2017-07-27,28,CLEANING,839.0,23
2965705,2017-07-27,21,POULTRY,138.372,0
2965747,2017-07-27,23,BOOKS,0.0,0
2965719,2017-07-27,22,DELI,126.0,7
2965721,2017-07-27,22,FROZEN FOODS,52.0,0
2965745,2017-07-27,23,BEAUTY,1.0,0
2965744,2017-07-27,23,BABY CARE,0.0,0
2965743,2017-07-27,23,AUTOMOTIVE,4.0,0
2965742,2017-07-27,22,SEAFOOD,21.0,0
2965741,2017-07-27,22,SCHOOL AND OFFICE SUPPLIES,0.0,0
2965740,2017-07-27,22,PRODUCE,334.925,4
2965739,2017-07-27,22,PREPARED FOODS,21.0,0
2965738,2017-07-27,22,POULTRY,93.679,0
2965737,2017-07-27,22,PLAYERS AND ELECTRONICS,8.0,0
2965736,2017-07-27,22,PET SUPPLIES,2.0,0
2965735,2017-07-27,22,PERSONAL CARE,127.0,5
2965720,2017-07-27,22,EGGS,19.0,1
2965734,2017-07-27,22,MEATS,107.95,16
2965732,2017-07-27,22,"LIQUOR,WINE,BEER",36.0,1
2965731,2017-07-27,22,LINGERIE,3.0,0
2965730,2017-07-27,22,LAWN AND GARDEN,0.0,0
2965729,2017-07-27,22,LADIESWEAR,2.0,0
2965728,2017-07-27,22,HOME CARE,117.0,6
2965727,2017-07-27,22,HOME APPLIANCES,0.0,0
2965726,2017-07-27,22,HOME AND KITCHEN II,20.0,0
2965725,2017-07-27,22,HOME AND KITCHEN I,7.0,1
2965724,2017-07-27,22,HARDWARE,0.0,0
2965723,2017-07-27,22,GROCERY II,54.0,0
2965722,2017-07-27,22,GROCERY I,2254.0,54
2965733,2017-07-27,22,MAGAZINES,2.0,0
2965803,2017-07-27,24,PLAYERS AND ELECTRONICS,11.0,0
2965694,2017-07-27,21,HOME APPLIANCES,0.0,0
2965805,2017-07-27,24,PREPARED FOODS,110.951996,0
2965885,2017-07-27,27,EGGS,193.0,0
2965884,2017-07-27,27,DELI,187.282,7
2965883,2017-07-27,27,DAIRY,712.0,8
2965882,2017-07-27,27,CLEANING,650.0,11
2965881,2017-07-27,27,CELEBRATION,13.0,0
2965880,2017-07-27,27,BREAD/BAKERY,507.319,0
2965879,2017-07-27,27,BOOKS,1.0,0
2965878,2017-07-27,27,BEVERAGES,2350.0,23
2965877,2017-07-27,27,BEAUTY,3.0,0
2965876,2017-07-27,27,BABY CARE,0.0,0
2965875,2017-07-27,27,AUTOMOTIVE,6.0,0
2965804,2017-07-27,24,POULTRY,506.273,1
2965874,2017-07-27,26,SEAFOOD,3.0,0
2965872,2017-07-27,26,PRODUCE,307.91,5
2965871,2017-07-27,26,PREPARED FOODS,5.0,0
2965870,2017-07-27,26,POULTRY,76.577,0
2965869,2017-07-27,26,PLAYERS AND ELECTRONICS,1.0,0
2965868,2017-07-27,26,PET SUPPLIES,1.0,0
2965867,2017-07-27,26,PERSONAL CARE,124.0,3
2965866,2017-07-27,26,MEATS,260.153,0
2965865,2017-07-27,26,MAGAZINES,0.0,0
2965864,2017-07-27,26,"LIQUOR,WINE,BEER",58.0,2
2965863,2017-07-27,26,LINGERIE,0.0,0
2965862,2017-07-27,26,LAWN AND GARDEN,8.0,0
2965873,2017-07-27,26,SCHOOL AND OFFICE SUPPLIES,1.0,0
2965861,2017-07-27,26,LADIESWEAR,0.0,0
2965887,2017-07-27,27,GROCERY I,2983.0,42
2965889,2017-07-27,27,HARDWARE,0.0,0
2965913,2017-07-27,28,BREAD/BAKERY,451.0,2
2965912,2017-07-27,28,BOOKS,0.0,0
2965911,2017-07-27,28,BEVERAGES,2391.0,25
2965910,2017-07-27,28,BEAUTY,2.0,0
2965909,2017-07-27,28,BABY CARE,0.0,0
2965908,2017-07-27,28,AUTOMOTIVE,10.0,0
2965907,2017-07-27,27,SEAFOOD,5.834,0
2965906,2017-07-27,27,SCHOOL AND OFFICE SUPPLIES,0.0,0
2965905,2017-07-27,27,PRODUCE,1874.37,12
2965904,2017-07-27,27,PREPARED FOODS,59.84,0
2965903,2017-07-27,27,POULTRY,268.259,0
2965888,2017-07-27,27,GROCERY II,5.0,0
2965902,2017-07-27,27,PLAYERS AND ELECTRONICS,5.0,0
2965900,2017-07-27,27,PERSONAL CARE,138.0,2
2965899,2017-07-27,27,MEATS,176.828,1
2965898,2017-07-27,27,MAGAZINES,3.0,0
2965897,2017-07-27,27,"LIQUOR,WINE,BEER",129.0,4
2965896,2017-07-27,27,LINGERIE,2.0,0
2965895,2017-07-27,27,LAWN AND GARDEN,29.0,0
2965894,2017-07-27,27,LADIESWEAR,1.0,0
2965893,2017-07-27,27,HOME CARE,199.0,7
2965892,2017-07-27,27,HOME APPLIANCES,0.0,0
2965891,2017-07-27,27,HOME AND KITCHEN II,15.0,0
2965890,2017-07-27,27,HOME AND KITCHEN I,18.0,0
2965901,2017-07-27,27,PET SUPPLIES,9.0,0
2965860,2017-07-27,26,HOME CARE,68.0,4
2965886,2017-07-27,27,FROZEN FOODS,81.0,1
2965858,2017-07-27,26,HOME AND KITCHEN II,6.0,0
2965829,2017-07-27,25,LAWN AND GARDEN,29.0,0
2965828,2017-07-27,25,LADIESWEAR,0.0,0
2965827,2017-07-27,25,HOME CARE,91.0,4
2965826,2017-07-27,25,HOME APPLIANCES,0.0,0
2965825,2017-07-27,25,HOME AND KITCHEN II,9.0,1
2965824,2017-07-27,25,HOME AND KITCHEN I,8.0,1
2965823,2017-07-27,25,HARDWARE,0.0,0
2965822,2017-07-27,25,GROCERY II,15.0,0
2965821,2017-07-27,25,GROCERY I,1596.0,52
2965820,2017-07-27,25,FROZEN FOODS,63.0,1
2965818,2017-07-27,25,DELI,93.766,7
2965830,2017-07-27,25,LINGERIE,2.0,0
2965817,2017-07-27,25,DAIRY,430.0,4
2965815,2017-07-27,25,CELEBRATION,9.0,0
2965814,2017-07-27,25,BREAD/BAKERY,242.201,0
2965813,2017-07-27,25,BOOKS,0.0,0
2965812,2017-07-27,25,BEVERAGES,1558.0,26
2965811,2017-07-27,25,BEAUTY,0.0,0
2965810,2017-07-27,25,BABY CARE,0.0,0
2965809,2017-07-27,25,AUTOMOTIVE,4.0,0
2965808,2017-07-27,24,SEAFOOD,11.2369995,0
2965807,2017-07-27,24,SCHOOL AND OFFICE SUPPLIES,0.0,0
2965806,2017-07-27,24,PRODUCE,3187.473,13
2965859,2017-07-27,26,HOME APPLIANCES,0.0,0
2965816,2017-07-27,25,CLEANING,395.0,19
2965831,2017-07-27,25,"LIQUOR,WINE,BEER",92.0,2
2965819,2017-07-27,25,EGGS,82.0,0
2965833,2017-07-27,25,MEATS,172.702,0
2965832,2017-07-27,25,MAGAZINES,1.0,0
2965856,2017-07-27,26,HARDWARE,0.0,0
2965855,2017-07-27,26,GROCERY II,19.0,1
2965854,2017-07-27,26,GROCERY I,1105.0,35
2965853,2017-07-27,26,FROZEN FOODS,79.094,0
2965852,2017-07-27,26,EGGS,28.0,0
2965851,2017-07-27,26,DELI,49.485,7
2965850,2017-07-27,26,DAIRY,165.0,4
2965849,2017-07-27,26,CLEANING,296.0,7
2965848,2017-07-27,26,CELEBRATION,10.0,0
2965847,2017-07-27,26,BREAD/BAKERY,175.0,0
2965846,2017-07-27,26,BOOKS,0.0,0
2965857,2017-07-27,26,HOME AND KITCHEN I,9.0,0
2965844,2017-07-27,26,BEAUTY,0.0,0
2965845,2017-07-27,26,BEVERAGES,638.0,13
2965835,2017-07-27,25,PET SUPPLIES,3.0,0
2965836,2017-07-27,25,PLAYERS AND ELECTRONICS,9.0,0
2965837,2017-07-27,25,POULTRY,121.852,0
2965838,2017-07-27,25,PREPARED FOODS,27.9,0
2965834,2017-07-27,25,PERSONAL CARE,96.0,3
2965840,2017-07-27,25,SCHOOL AND OFFICE SUPPLIES,0.0,0
2965841,2017-07-27,25,SEAFOOD,2.0,0
2965842,2017-07-27,26,AUTOMOTIVE,1.0,0
2965843,2017-07-27,26,BABY CARE,0.0,0
2965839,2017-07-27,25,PRODUCE,1037.256,6
2968213,2017-07-28,41,POULTRY,246.66301,0
2968221,2017-07-28,42,BEVERAGES,2913.0,24
2968220,2017-07-28,42,BEAUTY,4.0,0
2968219,2017-07-28,42,BABY CARE,0.0,0
2968218,2017-07-28,42,AUTOMOTIVE,0.0,0
2968217,2017-07-28,41,SEAFOOD,6.076,0
2968216,2017-07-28,41,SCHOOL AND OFFICE SUPPLIES,1.0,0
2968222,2017-07-28,42,BOOKS,0.0,0
2968215,2017-07-28,41,PRODUCE,1945.751,0
2968214,2017-07-28,41,PREPARED FOODS,76.196,0
2968212,2017-07-28,41,PLAYERS AND ELECTRONICS,11.0,0
2968206,2017-07-28,41,LINGERIE,3.0,0
2968210,2017-07-28,41,PERSONAL CARE,239.0,0
2968209,2017-07-28,41,MEATS,316.143,0
2968208,2017-07-28,41,MAGAZINES,12.0,0
2968207,2017-07-28,41,"LIQUOR,WINE,BEER",179.0,0
2968205,2017-07-28,41,LAWN AND GARDEN,36.0,0
2968204,2017-07-28,41,LADIESWEAR,13.0,0
2968203,2017-07-28,41,HOME CARE,211.0,0
2968202,2017-07-28,41,HOME APPLIANCES,0.0,0
2968201,2017-07-28,41,HOME AND KITCHEN II,30.0,0
2968200,2017-07-28,41,HOME AND KITCHEN I,16.0,0
2968223,2017-07-28,42,BREAD/BAKERY,403.645,0
2968211,2017-07-28,41,PET SUPPLIES,15.0,0
2968224,2017-07-28,42,CELEBRATION,18.0,0
2968251,2017-07-28,43,AUTOMOTIVE,2.0,0
2968226,2017-07-28,42,DAIRY,821.0,7
2968250,2017-07-28,42,SEAFOOD,11.033,4
2968249,2017-07-28,42,SCHOOL AND OFFICE SUPPLIES,0.0,0
2968248,2017-07-28,42,PRODUCE,2375.588,12
2968247,2017-07-28,42,PREPARED FOODS,56.447,0
2968246,2017-07-28,42,POULTRY,249.735,27
2968245,2017-07-28,42,PLAYERS AND ELECTRONICS,3.0,0
2968244,2017-07-28,42,PET SUPPLIES,6.0,0
2968243,2017-07-28,42,PERSONAL CARE,154.0,4
2968242,2017-07-28,42,MEATS,267.802,39
2968241,2017-07-28,42,MAGAZINES,9.0,0
2968240,2017-07-28,42,"LIQUOR,WINE,BEER",78.0,3
2968225,2017-07-28,42,CLEANING,625.0,17
2968239,2017-07-28,42,LINGERIE,2.0,0
2968237,2017-07-28,42,LADIESWEAR,7.0,0
2968236,2017-07-28,42,HOME CARE,175.0,8
2968235,2017-07-28,42,HOME APPLIANCES,0.0,0
2968234,2017-07-28,42,HOME AND KITCHEN II,5.0,0
2968233,2017-07-28,42,HOME AND KITCHEN I,21.0,1
2968232,2017-07-28,42,HARDWARE,0.0,0
2968231,2017-07-28,42,GROCERY II,42.0,0
2968230,2017-07-28,42,GROCERY I,3054.0,57
2968229,2017-07-28,42,FROZEN FOODS,190.169,1
2968228,2017-07-28,42,EGGS,135.0,32
2968227,2017-07-28,42,DELI,187.983,49
2968238,2017-07-28,42,LAWN AND GARDEN,42.0,0
2968199,2017-07-28,41,HARDWARE,1.0,0
2968145,2017-07-28,4,PET SUPPLIES,3.0,0
2968197,2017-07-28,41,GROCERY I,3560.0,0
2968168,2017-07-28,40,HOME AND KITCHEN II,21.0,0
2968167,2017-07-28,40,HOME AND KITCHEN I,34.0,3
2968166,2017-07-28,40,HARDWARE,2.0,0
2968165,2017-07-28,40,GROCERY II,13.0,0
2968164,2017-07-28,40,GROCERY I,5858.0,71
2968163,2017-07-28,40,FROZEN FOODS,160.784,2
2968162,2017-07-28,40,EGGS,254.0,1
2968161,2017-07-28,40,DELI,294.0,51
2968160,2017-07-28,40,DAIRY,523.0,5
2968159,2017-07-28,40,CLEANING,3876.0,21
2968158,2017-07-28,40,CELEBRATION,9.0,0
2968169,2017-07-28,40,HOME APPLIANCES,1.0,0
2968157,2017-07-28,40,BREAD/BAKERY,317.0,3
2968155,2017-07-28,40,BEVERAGES,6634.0,27
2968154,2017-07-28,40,BEAUTY,7.0,0
2968153,2017-07-28,40,BABY CARE,0.0,0
2968152,2017-07-28,40,AUTOMOTIVE,2.0,0
2968151,2017-07-28,4,SEAFOOD,30.89,6
2968150,2017-07-28,4,SCHOOL AND OFFICE SUPPLIES,0.0,0
2968149,2017-07-28,4,PRODUCE,2002.315,14
2968148,2017-07-28,4,PREPARED FOODS,49.549,0
2968147,2017-07-28,4,POULTRY,459.703,42
2968146,2017-07-28,4,PLAYERS AND ELECTRONICS,6.0,0
2968252,2017-07-28,43,BABY CARE,1.0,0
2968156,2017-07-28,40,BOOKS,0.0,0
2968198,2017-07-28,41,GROCERY II,83.0,0
2968170,2017-07-28,40,HOME CARE,320.0,7
2968172,2017-07-28,40,LAWN AND GARDEN,1.0,0
2968196,2017-07-28,41,FROZEN FOODS,116.0,0
2968195,2017-07-28,41,EGGS,116.0,0
2968194,2017-07-28,41,DELI,251.106,0
2968193,2017-07-28,41,DAIRY,613.0,0
2968192,2017-07-28,41,CLEANING,1025.0,0
2968191,2017-07-28,41,CELEBRATION,16.0,0
2968190,2017-07-28,41,BREAD/BAKERY,428.295,0
2968189,2017-07-28,41,BOOKS,0.0,0
2968188,2017-07-28,41,BEVERAGES,2490.0,0
2968187,2017-07-28,41,BEAUTY,2.0,0
2968186,2017-07-28,41,BABY CARE,0.0,0
2968171,2017-07-28,40,LADIESWEAR,0.0,0
2968185,2017-07-28,41,AUTOMOTIVE,6.0,0
2968183,2017-07-28,40,SCHOOL AND OFFICE SUPPLIES,0.0,0
2968182,2017-07-28,40,PRODUCE,906.998,6
2968181,2017-07-28,40,PREPARED FOODS,50.0,1
2968180,2017-07-28,40,POULTRY,296.123,15
2968179,2017-07-28,40,PLAYERS AND ELECTRONICS,9.0,0
2968178,2017-07-28,40,PET SUPPLIES,1.0,0
2968177,2017-07-28,40,PERSONAL CARE,337.0,5
2968176,2017-07-28,40,MEATS,133.859,0
2968175,2017-07-28,40,MAGAZINES,1.0,0
2968174,2017-07-28,40,"LIQUOR,WINE,BEER",67.0,0
2968173,2017-07-28,40,LINGERIE,5.0,0
2968184,2017-07-28,40,SEAFOOD,4.0,0
2968253,2017-07-28,43,BEAUTY,1.0,0
2968308,2017-07-28,44,MEATS,1423.023,52
2968255,2017-07-28,43,BOOKS,0.0,0
2968335,2017-07-28,45,HOME CARE,651.0,11
2968334,2017-07-28,45,HOME APPLIANCES,0.0,0
2968333,2017-07-28,45,HOME AND KITCHEN II,84.0,1
2968332,2017-07-28,45,HOME AND KITCHEN I,64.0,3
2968331,2017-07-28,45,HARDWARE,0.0,0
2968330,2017-07-28,45,GROCERY II,193.0,1
2968329,2017-07-28,45,GROCERY I,11241.0,78
2968328,2017-07-28,45,FROZEN FOODS,424.259,2
2968327,2017-07-28,45,EGGS,395.0,31
2968326,2017-07-28,45,DELI,835.743,70
2968325,2017-07-28,45,DAIRY,2262.0,10
2968324,2017-07-28,45,CLEANING,2777.0,24
2968323,2017-07-28,45,CELEBRATION,26.0,0
2968322,2017-07-28,45,BREAD/BAKERY,1253.978,0
2968321,2017-07-28,45,BOOKS,0.0,0
2968320,2017-07-28,45,BEVERAGES,10576.0,35
2968319,2017-07-28,45,BEAUTY,14.0,0
2968318,2017-07-28,45,BABY CARE,0.0,0
2968317,2017-07-28,45,AUTOMOTIVE,18.0,0
2968316,2017-07-28,44,SEAFOOD,159.382,7
2968315,2017-07-28,44,SCHOOL AND OFFICE SUPPLIES,7.0,3
2968314,2017-07-28,44,PRODUCE,8225.915,15
2968313,2017-07-28,44,PREPARED FOODS,267.18298,0
2968336,2017-07-28,45,LADIESWEAR,41.0,0
2968337,2017-07-28,45,LAWN AND GARDEN,45.0,0
2968338,2017-07-28,45,LINGERIE,2.0,0
2968339,2017-07-28,45,"LIQUOR,WINE,BEER",360.0,6
2968363,2017-07-28,46,GROCERY II,62.0,0
2968362,2017-07-28,46,GROCERY I,9776.0,79
2968361,2017-07-28,46,FROZEN FOODS,387.216,1
2968360,2017-07-28,46,EGGS,160.0,29
2968359,2017-07-28,46,DELI,854.572,78
2968358,2017-07-28,46,DAIRY,1396.0,8
2968357,2017-07-28,46,CLEANING,2531.0,24
2968356,2017-07-28,46,CELEBRATION,26.0,0
2968355,2017-07-28,46,BREAD/BAKERY,781.0,0
2968354,2017-07-28,46,BOOKS,0.0,0
2968353,2017-07-28,46,BEVERAGES,6318.0,28
2968312,2017-07-28,44,POULTRY,1710.437,45
2968352,2017-07-28,46,BEAUTY,11.0,0
2968350,2017-07-28,46,AUTOMOTIVE,9.0,0
2968349,2017-07-28,45,SEAFOOD,89.166,6
2968348,2017-07-28,45,SCHOOL AND OFFICE SUPPLIES,303.0,12
2968347,2017-07-28,45,PRODUCE,5695.803,15
2968346,2017-07-28,45,PREPARED FOODS,295.127,0
2968345,2017-07-28,45,POULTRY,1757.7781,43
2968344,2017-07-28,45,PLAYERS AND ELECTRONICS,36.0,0
2968343,2017-07-28,45,PET SUPPLIES,18.0,0
2968342,2017-07-28,45,PERSONAL CARE,655.0,8
2968341,2017-07-28,45,MEATS,2003.222,53
2968340,2017-07-28,45,MAGAZINES,19.0,0
2968351,2017-07-28,46,BABY CARE,0.0,0
2968311,2017-07-28,44,PLAYERS AND ELECTRONICS,24.0,0
2968310,2017-07-28,44,PET SUPPLIES,44.0,0
2968309,2017-07-28,44,PERSONAL CARE,580.0,9
2968279,2017-07-28,43,POULTRY,331.826,20
2968278,2017-07-28,43,PLAYERS AND ELECTRONICS,2.0,0
2968277,2017-07-28,43,PET SUPPLIES,1.0,0
2968276,2017-07-28,43,PERSONAL CARE,320.0,6
2968275,2017-07-28,43,MEATS,220.843,0
2968274,2017-07-28,43,MAGAZINES,10.0,0
2968273,2017-07-28,43,"LIQUOR,WINE,BEER",59.0,1
2968272,2017-07-28,43,LINGERIE,0.0,0
2968271,2017-07-28,43,LAWN AND GARDEN,4.0,0
2968270,2017-07-28,43,LADIESWEAR,0.0,0
2968269,2017-07-28,43,HOME CARE,271.0,7
2968280,2017-07-28,43,PREPARED FOODS,101.304,3
2968268,2017-07-28,43,HOME APPLIANCES,0.0,0
2968266,2017-07-28,43,HOME AND KITCHEN I,7.0,0
2968265,2017-07-28,43,HARDWARE,0.0,0
